,0
NPDC1,1
NPTX1,1
NUDT2,1
NXPE2,1
PSMD14,1
PSTPIP2,1
PTDSS1,1
PTRH1,1
QTRT1,1
RACGAP1,1
RDH11,1
REEP1,1
RHBDF1,1
RHBG,1
RIF1,1
RNF43,1
ROBO1,1
RRAS,1
RRAS2,1
SBSPON,1
SCAMP5,1
SERGEF,1
SGMS1,1
SH3YL1,1
SIPA1L2,1
SIVA1,1
SLC1A4,1
PRUNE,1
PRSS8,1
PROKR2,1
PES1,1
OAT,1
OPTN,1
PALMD,1
PARD3,1
PBX1,1
PDCL,1
PDGFA,1
PDILT,1
PDZK1,1
PDZK1IP1,1
PFN2,1
PRKG2,1
PGD,1
PGM5,1
PGS1,1
PLAT,1
PLEKHH1,1
PLK4,1
PLSCR1,1
PMVK,1
POLR2E,1
PRIM1,1
RRM2,1
RPL13A,1
RPA3,1
ZNF688,1
DEDD,1
ALDH1B1,1
ZXDA,1
TRIOBP,1
NOL7,1
KANSL1,1
FAM13A-AS1,1
MAP4,1
MFI2-AS1,1
LINC01410,1
LINC00202-2,1
RNF115,1
STK4,1
TARBP1,1
TXNL4A,1
VAMP7,1
XIST,1
AGAP6,1
ABCB1,1
RAB29,1
ZNF652,1
SRSF3,1
RPL36A,1
TMEM11,1
MZF1-AS1,1
CLUH,1
ELP6,1
HK1,1
ACOT13,1
AK1,1
HUS1,1
TUFM,1
CASC10,1
HOXC11,1
RNF168,1
CLEC5A,1
KCMF1,1
CRADD,1
COA1,1
TNIP2,1
SORD,1
C19orf12,1
UGT1A3///UGT1A1///UGT1A9///UGT1A5///UGT1A8,1
SMIM20,1
COL5A3,1
CLIC6,1
CEACAM1,1
SLC38A7,1
DAAM2,1
RFTN1,1
KREMEN1,1
SLC33A1,1
ELP2,1
ARL17B///ARL17A,1
DNASE1,1
TNRC6A,1
SCAF4,1
RFX3,1
TCEB3,1
NSD1,1
SRD5A3,1
HSPD1,1
COG2,1
DDIT4,1
LOC285902///ZNF273,1
ZNF107,1
ALS2CL,1
C6orf52,1
WDFY2,1
JPH3,1
ZNF827,1
SHROOM3,1
ORAOV1,1
SEZ6,1
FAM205BP///FAM205A,1
POP4,1
KIAA1429,1
ITGA4,1
ZNF418,1
LOC101929356///ARL5A,1
TANK,1
CC2D2B,1
LOC642852,1
NMNAT3,1
CCDC93,1
LOC101927338///KCNQ1OT1,1
RAB3GAP2///AURKAPS1,1
ZBED6,1
HEXA,1
MAP7,1
WBP1L,1
CAND1,1
C8orf44-SGK3///C8orf44///SGK3,1
GCC1,1
MORF4L2,1
RBM27,1
LOC100128108,1
MKNK1,1
CYTH1,1
CDK5RAP2,1
GTF2A2,1
SLC25A44,1
GCC2,1
CPEB3,1
DESI2,1
HIKESHI,1
PFKM,1
OPN3,1
ABCB7,1
SCN4B,1
NANOS1,1
TATDN1,1
NCBP2-AS2,1
ATG4D,1
IFRD2,1
F8A3///F8A2///F8A1,1
GTDC1,1
CUL3,1
ZNF76,1
UBE2S,1
CLIC5,1
SMIM12,1
USP38,1
UQCRC1,1
HSF1,1
MICALL1,1
GRSF1,1
NECAB3,1
MLX,1
ESRRA,1
LOC105371763,1
TMEM266,1
TMEM117,1
CHRD,1
RMDN1,1
PPP1R14B,1
FARP1,1
SLC25A12,1
INPP1,1
PGK1,1
PRKAR2A,1
SORT1,1
COPS6,1
MTIF2,1
CD300LG,1
TMEM143,1
AK9,1
BPGM,1
GPC4,1
LOC285556,1
PLCL1,1
NPAS3,1
SSU72,1
HPDL,1
FBXO25,1
MAP7D1,1
NEURL2,1
LYPLA1,1
LARS,1
TSEN15,1
SEC23IP,1
PHACTR2,1
SFXN4,1
EBF3,1
CFAP46,1
MRPL3,1
UQCRB,1
SOBP,1
CLEC11A,1
STARD7-AS1,1
MSRB3,1
ESYT1,1
KIF25,1
C1QBP,1
SEPHS2,1
P2RY8,1
C15orf40,1
TBKBP1,1
PRSS23,1
DERA,1
KNL1,1
SPTBN1,1
ZNF672,1
GSTZ1,1
SNORA66///RPL5///SNORD21,1
ST20,1
PGP,1
CARNMT1,1
ETF1,1
DECR1,1
ANKRD28,1
MCTS1,1
IMMT,1
WNK2,1
UBE3B,1
RNF135,1
LINC00116,1
MRLN,1
EIF4EBP2,1
TNPO1,1
CHIC1,1
NARS,1
ANKRD9,1
ACTR3C,1
LINC00959,1
MIF4GD,1
GLRX,1
SPOUT1,1
RNF123,1
TIGAR,1
TEAD1,1
SGMS2,1
MCTP2,1
RBM4,1
HIST1H2AB,1
HIST1H2AA,1
HIST1H2AG,1
HIST2H2AB,1
HIST2H2AC,1
HNRNPH1,1
HNRNPLL,1
ID1,1
IGF2BP3,1
ILF3,1
INADL,1
IQGAP3,1
ITPKA,1
KANSL2,1
KIF11,1
KIF15,1
KIF2C,1
KIF4A,1
KIFC3,1
LIG1,1
LMCD1,1
LMNB2,1
LTK,1
LZIC,1
HIST1H2AH,1
HIST1H2AJ,1
MCM10,1
HIST1H2AM,1
FAM92A1,1
FANCD2,1
FANCI,1
FBL,1
FCGR1A,1
FHDC1,1
FIGNL1,1
FKBP5,1
FOXM1,1
FPR1,1
FPR2,1
GLIPR2,1
GMDS,1
GMFG,1
GMPR,1
GPRC5A,1
GSG1,1
GTPBP6,1
GTSE1,1
GUCY1A3,1
H2AFX,1
H2AFZ,1
HAP1,1
MCAM,1
MCM2,1
GTF3C4,1
NRM,1
NUP43,1
OVOL2,1
P2RY13,1
P2RY14,1
PABPC1,1
PLK1,1
PLP2,1
POLA2,1
PPIE,1
PPP1R35,1
PPP5C,1
PPT1,1
PREP,1
PRMT7,1
PRPF3,1
PSAT1,1
PSMG3,1
RAB44,1
RAD51AP1,1
RALGDS,1
RARA,1
RARG,1
RBM15,1
NUP37,1
NRAP,1
MCM3,1
NOP2,1
MCM5,1
MCM7,1
MCPH1,1
METTL13,1
METTL17,1
MICALL2,1
MIS18BP1,1
MRPL51,1
MRPS11,1
MRPS22,1
MRTO4,1
MTA3,1
MTUS1,1
MYBBP1A,1
C12orf10,1
NAA10,1
NCAPD3,1
NCAPH,1
NID2,1
NME6,1
NOA1,1
NOB1,1
NOC4L,1
FAM221A,1
FAM110A,1
ELAC2,1
LOC283335,1
TPGS1,1
N4BP2L1,1
LOC643406///LINC00654,1
NFAM1,1
ZNF594,1
CSNK1A1,1
MESP1,1
N4BP1,1
LOC101060747///PDPK1,1
LUC7L2,1
LOC100506302,1
LOC145694,1
SP100,1
CEP95,1
TEAD2,1
KLF8,1
ZNF551,1
C17orf49,1
AAED1,1
AATF,1
ACKR3,1
ACYP2,1
ADARB1,1
RRN3P2,1
PGBD4,1
DUSP6,1
KCNC3,1
SMOC2,1
NFASC,1
LOC101928042///LOC101927579,1
ZNF585A,1
PBX2,1
LOC100272217,1
LOC100287834///LOC100287704,1
LINC01551,1
HPRT1,1
LINC00667,1
FUCA1,1
PRODH2,1
ZNF599,1
SDCCAG8,1
UNC5A,1
LINC00665,1
KIAA1841,1
APOBEC3F,1
DARS-AS1,1
PDZD2,1
LINC00881,1
PTAR1,1
ABCD3,1
ADO,1
ADORA3,1
AFMID,1
AGER,1
CDCA2,1
CDK1,1
CDT1,1
CEBPA,1
CHAF1A,1
CHD5,1
CHTF18,1
CLCC1,1
CLDN1,1
COL4A1,1
COL6A1,1
CPSF3L,1
CSPG4,1
CYP4F2,1
CYP8B1,1
SGK223,1
DDX39B,1
DDX49,1
DGCR2,1
DHX8,1
DHX9,1
DIEXF,1
DPYSL2,1
CDC25B,1
CD300LF,1
CCDC86,1
B3GNT8,1
AGPAT9,1
AK8,1
ALDH3B1,1
ANLN,1
AP4M1,1
ASB1,1
ASCC1,1
ASF1B,1
ATAD5,1
B3GALNT2,1
C1orf112,1
CCDC58,1
BCL2L12,1
BMF,1
BRCA2,1
BTF3,1
CASP7,1
CAST,1
CBFB,1
CBX8,1
CBY1,1
CCDC126,1
ZNF354A,1
